This file contains the monthly mean baseline (background) methane (CH4) concentration
"measured at the Kennaook / Cape Grim Baseline Air Pollution Station (KCGBAPS), "
"located near the north-west tip of Tasmania, Australia."
"KCGBAPS is funded and managed by the Australian Bureau of Meteorology, and"
the scientific program is jointly supervised with CSIRO Oceans & Atmosphere.
Please acknowledge these two institutions if these data are used in publications or presentations.

For more information on Kennaook / Cape Grim please see:
http://www.csiro.au/greenhouse-gases/
https://www.csiro.au/en/Research/OandA/Areas/Assessing-our-climate/Greenhouse-gas-data
http://www.bom.gov.au/inside/cgbaps/

The CH4 units are parts per billion in dry air (ppb).

The most recent year of data is provided in this file on
a provisional basis only. These data may be subject to further revision. 
CSIRO & the Bureau make every effort to produce the most accurate and 
"precise measurements possible. However, they reserve the right to make"
corrections to the data based on recalibration of standard gases
or for other reasons deemed scientifically justified.
Please see the full terms & conditions at the end of this file.

Release Date: February 2026
 
YYYY,MM,DD,DATE,CH4(ppb),SD(ppb),GR(ppm/yr),Source
1985,4,15,1985.284932000000,1590.11,2.96270,14.4530,"flask"
1985,5,15,1985.367123000000,1598.06,1.89620,13.1161,"flask"
1985,6,15,1985.452055000000,1602.56,3.28790,11.3870,"flask"
1985,7,15,1985.534247000000,1610.49,4.34460,13.5449,"flask"
1985,8,15,1985.619178000000,1618.02,3.61100,17.0581,"flask"
1985,9,15,1985.704110000000,1619.53,1.88460,17.2151,"flask"
1985,10,15,1985.786301000000,1619.69,2.97320,15.3130,"flask"
1985,11,15,1985.871233000000,1615.39,3.24670,14.8010,"flask"
1985,12,15,1985.953425000000,1606.09,4.81220,16.0360,"flask"
1986,1,15,1986.038356000000,1600.21,1.75290,15.6560,"flask"
1986,2,15,1986.123288000000,1599.02,2.49480,13.9359,"flask"
1986,3,15,1986.200000000000,1599.79,2.64910,13.9120,"flask"
1986,4,15,1986.284932000000,1605.43,2.81510,13.1720,"flask"
1986,5,15,1986.367123000000,1612.86,2.75090,14.1899,"flask"
1986,6,15,1986.452055000000,1618.60,2.26180,16.8480,"flask"
1986,7,15,1986.534247000000,1626.15,3.25340,15.0630,"flask"
1986,8,15,1986.619178000000,1631.96,1.47660,12.4159,"flask"
1986,9,15,1986.704110000000,1633.44,1.56920,12.7839,"flask"
1986,10,15,1986.786301000000,1632.87,1.56890,14.8390,"flask"
1986,11,15,1986.871233000000,1629.58,2.32200,16.2090,"flask"
1986,12,15,1986.953425000000,1622.94,3.50460,14.6421,"flask"
1987,1,15,1987.038356000000,1615.28,2.48900,13.3090,"flask"
1987,2,15,1987.123288000000,1611.44,1.49440,13.4150,"flask"
1987,3,15,1987.200000000000,1612.57,1.92840,13.1069,"flask"
1987,4,15,1987.284932000000,1620.26,3.01070,13.7361,"flask"
1987,5,15,1987.367123000000,1629.07,4.02820,14.2791,"flask"
1987,6,15,1987.452055000000,1633.24,2.38990,14.4930,"flask"
1987,7,15,1987.534247000000,1639.45,3.15640,14.5181,"flask"
1987,8,15,1987.619178000000,1645.38,1.81640,10.9930,"flask"
1987,9,15,1987.704110000000,1646.55,1.53860,9.96106,"flask"
1987,10,15,1987.786301000000,1646.60,1.43060,9.95496,"flask"
1987,11,15,1987.871233000000,1643.86,3.92410,7.94897,"flask"
1987,12,15,1987.953425000000,1637.44,2.84860,9.66797,"flask"
1988,1,15,1988.038251000000,1629.80,3.11570,10.6090,"flask"
1988,2,15,1988.122951000000,1622.43,2.49280,9.70605,"flask"
1988,3,15,1988.202186000000,1622.53,3.42770,11.4230,"flask"
1988,4,15,1988.286885000000,1630.22,4.71300,11.5439,"flask"
1988,5,15,1988.368852000000,1637.02,2.58380,8.16101,"flask"
1988,6,15,1988.453552000000,1642.91,2.72170,6.26697,"flask"
1988,7,15,1988.535519000000,1650.06,2.10430,11.8309,"flask"
1988,8,15,1988.620219000000,1655.08,2.32570,20.2330,"flask"
1988,9,15,1988.704918000000,1657.97,2.07660,17.8870,"flask"
1988,10,15,1988.786885000000,1658.15,1.91100,11.9330,"flask"
1988,11,15,1988.871585000000,1652.02,3.94610,12.8810,"flask"
1988,12,15,1988.953552000000,1643.70,2.57490,14.4010,"flask"
1989,1,15,1989.038356000000,1641.63,2.93420,13.8820,"flask"
1989,2,15,1989.123288000000,1642.67,2.57490,13.4109,"flask"
1989,3,15,1989.200000000000,1640.42,2.13580,11.3370,"flask"
1989,4,15,1989.284932000000,1642.15,2.71280,10.2670,"flask"
1989,5,15,1989.367123000000,1649.90,4.01080,12.5580,"flask"
1989,6,15,1989.452055000000,1657.31,1.97340,13.2030,"flask"
1989,7,15,1989.534247000000,1663.94,2.76530,7.11804,"flask"
1989,8,15,1989.619178000000,1668.49,2.35770,1.60498,"flask"
1989,9,15,1989.704110000000,1669.31,1.94880,4.88599,"flask"
1989,10,15,1989.786301000000,1668.41,2.22810,8.85999,"flask"
1989,11,15,1989.871233000000,1664.58,2.58680,9.37598,"flask"
1989,12,15,1989.953425000000,1656.91,3.69750,8.84204,"flask"
1990,1,15,1990.038356000000,1648.74,2.50930,7.20300,"flask"
1990,2,15,1990.123288000000,1644.27,1.64740,6.25903,"flask"
1990,3,15,1990.200000000000,1645.30,1.65780,7.08203,"flask"
1990,4,15,1990.284932000000,1651.01,2.24900,8.13501,"flask"
1990,5,15,1990.367123000000,1659.28,2.92420,9.24097,"flask"
1990,6,15,1990.452055000000,1666.15,3.75150,8.77795,"flask"
1990,7,15,1990.534247000000,1671.15,2.04110,7.08704,"flask"
1990,8,15,1990.619178000000,1674.75,2.34730,8.27795,"flask"
1990,9,15,1990.704110000000,1676.39,2.46490,9.03796,"flask"
1990,10,15,1990.786301000000,1676.55,1.42700,9.14001,"flask"
1990,11,15,1990.871233000000,1673.82,2.22920,10.1300,"flask"
1990,12,15,1990.953425000000,1665.68,3.47720,9.50598,"flask"
1991,1,15,1991.038356000000,1655.83,2.46140,10.0520,"flask"
1991,2,15,1991.123288000000,1652.55,1.14680,10.6510,"flask"
1991,3,15,1991.200000000000,1654.34,1.53210,12.1530,"flask"
1991,4,15,1991.284932000000,1660.15,3.55270,17.7540,"flask"
1991,5,15,1991.367123000000,1669.41,4.68570,17.1370,"flask"
1991,6,15,1991.452055000000,1675.66,3.51340,14.9761,"flask"
1991,7,15,1991.534247000000,1681.20,2.36880,19.1040,"flask"
1991,8,15,1991.619178000000,1685.40,2.21380,19.9060,"flask"
1991,9,15,1991.704110000000,1688.54,2.20050,18.4851,"flask"
1991,10,15,1991.786301000000,1694.30,4.50420,16.5510,"flask"
1991,11,15,1991.871233000000,1690.95,3.46800,13.2531,"flask"
1991,12,15,1991.953425000000,1680.66,3.25740,13.7130,"flask"
1992,1,15,1992.038251000000,1674.94,2.96940,14.6641,"flask"
1992,2,15,1992.122951000000,1672.45,0.435000,15.1381,"flask"
1992,3,15,1992.202186000000,1672.83,1.73200,13.3530,"flask"
1992,4,15,1992.286885000000,1676.70,1.68480,3.93005,"flask"
1992,5,15,1992.368852000000,1682.66,2.32630,1.47607,"flask"
1992,6,15,1992.453552000000,1689.37,2.62910,5.72595,"flask"
1992,7,15,1992.535519000000,1695.86,2.52270,1.81897,"flask"
1992,8,15,1992.620219000000,1700.54,1.96770,-1.23193,"flask"
1992,9,15,1992.704918000000,1701.90,1.85060,0.507935,"flask"
1992,10,15,1992.786885000000,1698.23,2.33660,2.48206,"flask"
1992,11,15,1992.871585000000,1692.43,3.66550,3.39294,"flask"
1992,12,15,1992.953552000000,1686.39,2.64900,2.18091,"flask"
1993,1,15,1993.038356000000,1676.76,3.54680,0.600952,"flask"
1993,2,15,1993.123288000000,1671.22,1.62410,0.468018,"flask"
1993,3,15,1993.200000000000,1673.33,3.49900,0.574951,"flask"
1993,4,15,1993.284932000000,1679.19,2.62260,2.85791,"flask"
1993,5,15,1993.367123000000,1686.05,3.15380,4.17700,"flask"
1993,6,15,1993.452055000000,1691.55,1.74110,3.33105,"flask"
1993,7,15,1993.534247000000,1696.46,4.40830,4.97498,"flask"
1993,8,15,1993.619178000000,1701.01,1.79850,4.82898,"flask"
1993,9,15,1993.704110000000,1702.47,0.217200,2.70801,"flask"
1993,10,15,1993.786301000000,1701.09,2.34600,2.37195,"flask"
1993,11,15,1993.871233000000,1696.61,2.14390,3.79407,"flask"
1993,12,15,1993.953425000000,1689.72,2.88500,5.64502,"flask"
1994,1,15,1994.038356000000,1681.73,2.35460,6.80200,"flask"
1994,2,15,1994.123288000000,1676.05,2.47830,5.79590,"flask"
1994,3,15,1994.200000000000,1676.04,2.37150,4.40308,"flask"
1994,4,15,1994.284932000000,1681.56,3.19830,6.56201,"flask"
1994,5,15,1994.367123000000,1689.85,3.74830,8.04199,"flask"
1994,6,15,1994.452055000000,1697.20,3.16330,6.98096,"flask"
1994,7,15,1994.534247000000,1703.27,3.02720,8.23706,"flask"
1994,8,15,1994.619178000000,1706.80,2.52550,9.66101,"flask"
1994,9,15,1994.704110000000,1706.87,2.58990,8.43298,"flask"
1994,10,15,1994.786301000000,1707.65,1.27300,6.75195,"flask"
1994,11,15,1994.871233000000,1704.65,2.77950,5.46094,"flask"
1994,12,15,1994.953425000000,1696.70,3.27500,4.06702,"flask"
1995,1,15,1995.038356000000,1689.97,2.50860,2.99109,"flask"
1995,2,15,1995.123288000000,1685.71,1.17300,4.96802,"flask"
1995,3,15,1995.200000000000,1684.47,2.04630,7.96204,"flask"
1995,4,15,1995.284932000000,1688.31,2.07860,6.12000,"flask"
1995,5,15,1995.367123000000,1695.31,3.26280,5.63892,"flask"
1995,6,15,1995.452055000000,1701.27,3.32720,6.32996,"flask"
1995,7,15,1995.534247000000,1706.26,2.23840,3.58997,"flask"
1995,8,15,1995.619178000000,1711.77,2.05130,1.15796,"flask"
1995,9,15,1995.704110000000,1714.84,1.90590,0.344971,"flask"
1995,10,15,1995.786301000000,1713.77,2.41870,1.79504,"flask"
1995,11,15,1995.871233000000,1710.29,2.33180,3.08899,"flask"
1995,12,15,1995.953425000000,1703.03,3.45930,2.47107,"flask"
1996,1,15,1996.038251000000,1693.56,3.39010,2.83594,"flask"
1996,2,15,1996.122951000000,1686.87,2.51540,2.89697,"flask"
1996,3,15,1996.202186000000,1684.82,3.22720,1.81995,"flask"
1996,4,15,1996.286885000000,1690.10,3.11780,1.23010,"flask"
1996,5,15,1996.368852000000,1698.40,2.97580,-0.293945,"flask"
1996,6,15,1996.453552000000,1703.74,2.78860,-0.647949,"flask"
1996,7,15,1996.535519000000,1709.09,2.49640,1.14600,"flask"
1996,8,15,1996.620219000000,1714.67,2.64690,4.53503,"flask"
1996,9,15,1996.704918000000,1716.66,2.15130,10.2850,"flask"
1996,10,15,1996.786885000000,1715.00,2.05710,10.0031,"flask"
1996,11,15,1996.871585000000,1709.99,2.80640,7.12305,"flask"
1996,12,15,1996.953552000000,1702.38,3.08120,8.68396,"flask"
1997,1,15,1997.038356000000,1694.70,2.53740,8.67102,"flask"
1997,2,15,1997.123288000000,1691.41,1.63600,7.68811,"flask"
1997,3,15,1997.200000000000,1695.10,3.09300,6.61694,"flask"
1997,4,15,1997.284932000000,1700.11,2.76210,5.46094,"flask"
1997,5,15,1997.367123000000,1705.52,2.90290,5.93005,"flask"
1997,6,15,1997.452055000000,1712.42,2.02940,8.47900,"flask"
1997,7,15,1997.534247000000,1717.77,2.10320,9.74902,"flask"
1997,8,15,1997.619178000000,1722.36,1.82360,7.38403,"flask"
1997,9,15,1997.704110000000,1723.27,1.70230,2.22302,"flask"
1997,10,15,1997.786301000000,1720.46,2.14080,0.705933,"flask"
1997,11,15,1997.871233000000,1715.93,2.11630,4.06604,"flask"
1997,12,15,1997.953425000000,1710.86,2.36820,5.96594,"flask"
1998,1,15,1998.038356000000,1704.45,2.62380,6.15601,"flask"
1998,2,15,1998.123288000000,1698.79,1.85220,6.60193,"flask"
1998,3,15,1998.200000000000,1697.33,2.26210,9.36609,"flask"
1998,4,15,1998.284932000000,1700.81,3.00070,12.0500,"flask"
1998,5,15,1998.367123000000,1709.59,4.16800,11.9760,"flask"
1998,6,15,1998.452055000000,1718.39,2.43650,9.75500,"flask"
1998,7,15,1998.534247000000,1723.92,3.20560,9.57800,"flask"
1998,8,15,1998.619178000000,1728.96,1.74180,10.9160,"flask"
1998,9,15,1998.704110000000,1732.64,1.94930,11.9060,"flask"
1998,10,15,1998.786301000000,1732.51,1.08320,13.5400,"flask"
1998,11,15,1998.871233000000,1727.90,3.40140,12.7460,"flask"
1998,12,15,1998.953425000000,1720.61,3.02630,11.5181,"flask"
1999,1,15,1999.038356000000,1714.03,2.05200,11.9020,"flask"
1999,2,15,1999.123288000000,1709.71,1.94910,10.0441,"flask"
1999,3,15,1999.200000000000,1709.23,2.00130,8.22095,"flask"
1999,4,15,1999.284932000000,1714.35,2.69640,8.76794,"flask"
1999,5,15,1999.367123000000,1722.33,3.32800,7.79199,"flask"
1999,6,15,1999.452055000000,1729.91,2.70910,5.77698,"flask"
1999,7,15,1999.534247000000,1735.82,2.60710,3.84998,"flask"
1999,8,15,1999.619178000000,1739.00,2.09640,2.17395,"flask"
1999,9,15,1999.704110000000,1740.86,1.43640,2.48901,"flask"
1999,10,15,1999.786301000000,1741.28,1.92900,3.59692,"flask"
1999,11,15,1999.871233000000,1735.69,3.19050,2.60095,"flask"
1999,12,15,1999.953425000000,1726.39,3.21730,2.12195,"flask"
2000,1,15,2000.038251000000,1717.88,3.01690,2.10999,"flask"
2000,2,15,2000.122951000000,1711.88,1.94990,0.822998,"flask"
2000,3,15,2000.202186000000,1711.72,1.94370,-0.302979,"flask"
2000,4,15,2000.286885000000,1717.95,3.77590,-1.01599,"flask"
2000,5,15,2000.368852000000,1724.93,3.11780,-0.187012,"flask"
2000,6,15,2000.453552000000,1732.03,2.68220,0.329956,"flask"
2000,7,15,2000.535519000000,1737.93,2.56310,-0.928955,"flask"
2000,8,15,2000.620219000000,1739.83,1.51890,-1.38806,"flask"
2000,9,15,2000.704918000000,1740.56,1.75580,-1.17700,"flask"
2000,10,15,2000.786885000000,1740.27,1.68860,-2.55493,"flask"
2000,11,15,2000.871585000000,1735.51,3.89670,-1.80591,"flask"
2000,12,15,2000.953552000000,1726.72,3.63040,-0.796021,"flask"
2001,1,15,2001.038356000000,1716.95,2.99860,-0.776001,"flask"
2001,2,15,2001.123288000000,1710.49,1.47530,0.397949,"flask"
2001,3,15,2001.200000000000,1710.55,1.99050,0.829956,"flask"
2001,4,15,2001.284932000000,1715.40,2.29080,-1.37903,"flask"
2001,5,15,2001.367123000000,1723.13,2.62930,-3.52393,"flask"
2001,6,15,2001.452055000000,1731.23,3.21580,-2.82190,"flask"
2001,7,15,2001.534247000000,1737.16,1.69600,-1.52502,"flask"
2001,8,15,2001.619178000000,1740.22,1.80950,0.559082,"flask"
2001,9,15,2001.704110000000,1741.39,1.68560,1.64294,"flask"
2001,10,15,2001.786301000000,1738.89,2.30370,1.85498,"flask"
2001,11,15,2001.871233000000,1731.98,3.61440,1.64697,"flask"
2001,12,15,2001.953425000000,1723.90,3.86910,1.32703,"flask"
2002,1,15,2002.038356000000,1715.43,2.37270,1.40906,"flask"
2002,2,15,2002.123288000000,1711.05,1.05600,1.50903,"flask"
2002,3,15,2002.200000000000,1712.19,2.58600,1.35706,"flask"
2002,4,15,2002.284932000000,1717.25,2.05500,2.84009,"flask"
2002,5,15,2002.367123000000,1724.78,2.87360,5.14893,"flask"
2002,6,15,2002.452055000000,1732.56,2.98060,4.63989,"flask"
2002,7,15,2002.534247000000,1738.57,1.99300,3.58997,"flask"
2002,8,15,2002.619178000000,1741.73,2.15240,1.78601,"flask"
2002,9,15,2002.704110000000,1742.74,0.769700,0.145996,"flask"
2002,10,15,2002.786301000000,1741.73,1.73780,1.16504,"flask"
2002,11,15,2002.871233000000,1737.13,2.35990,1.87598,"flask"
2002,12,15,2002.953425000000,1728.54,3.36530,-0.130005,"flask"
2003,1,15,2003.038356000000,1719.02,2.70720,-1.49500,"flask"
2003,2,15,2003.123288000000,1712.84,1.65380,0.0589600,"flask"
2003,3,15,2003.200000000000,1712.33,1.88860,1.75195,"flask"
2003,4,15,2003.284932000000,1718.42,2.65330,0.571899,"flask"
2003,5,15,2003.367123000000,1726.65,2.55850,-1.20801,"flask"
2003,6,15,2003.452055000000,1732.43,2.96930,0.755005,"flask"
2003,7,15,2003.534247000000,1737.07,1.77520,2.02002,"flask"
2003,8,15,2003.619178000000,1741.79,1.58240,0.402954,"flask"
2003,9,15,2003.704110000000,1744.50,1.64200,-1.40698,"flask"
2003,10,15,2003.786301000000,1742.30,2.13660,-2.00708,"flask"
2003,11,15,2003.871233000000,1735.92,2.94070,-1.57202,"flask"
2003,12,15,2003.953425000000,1729.29,3.04650,-0.749023,"flask"
2004,1,15,2004.038251000000,1721.04,2.80340,1.23096,"flask"
2004,2,15,2004.122951000000,1713.24,2.27070,1.21497,"flask"
2004,3,15,2004.202186000000,1710.93,2.76980,-1.31494,"flask"
2004,4,15,2004.286885000000,1716.41,3.33510,-1.26990,"flask"
2004,5,15,2004.368852000000,1725.08,2.99230,-1.18298,"flask"
2004,6,15,2004.453552000000,1731.68,2.84270,-3.21790,"flask"
2004,7,15,2004.535519000000,1738.30,2.75460,-3.60596,"flask"
2004,8,15,2004.620219000000,1743.01,2.06210,-1.82104,"flask"
2004,9,15,2004.704918000000,1743.18,1.91190,0.658081,"flask"
2004,10,15,2004.786885000000,1741.03,1.87070,0.781982,"flask"
2004,11,15,2004.871585000000,1734.74,2.84360,0.258057,"flask"
2004,12,15,2004.953552000000,1726.08,3.79730,-0.708008,"flask"
2005,1,15,2005.038356000000,1717.43,2.87870,-3.20898,"flask"
2005,2,15,2005.123288000000,1711.42,1.91950,-2.70496,"flask"
2005,3,15,2005.200000000000,1711.59,3.18630,-1.32397,"flask"
2005,4,15,2005.284932000000,1717.19,2.20160,-0.778076,"flask"
2005,5,15,2005.367123000000,1725.34,3.89180,1.19006,"flask"
2005,6,15,2005.452055000000,1730.97,1.33610,1.96289,"flask"
2005,7,15,2005.534247000000,1735.09,3.40500,1.11890,"flask"
2005,8,15,2005.619178000000,1740.30,1.88250,0.522095,"flask"
2005,9,15,2005.704110000000,1741.86,0.907500,0.351929,"flask"
2005,10,15,2005.786301000000,1740.25,3.69260,0.0581055,"flask"
2005,11,15,2005.871233000000,1735.93,1.81050,-2.09204,"flask"
2005,12,15,2005.953425000000,1728.04,3.23480,-1.45898,"flask"
2006,1,15,2006.038356000000,1718.55,4.37040,-0.263062,"flask"
2006,2,15,2006.123288000000,1711.94,3.55290,-2.40601,"flask"
2006,3,15,2006.200000000000,1711.94,2.51270,-1.58606,"flask"
2006,4,15,2006.284932000000,1717.25,2.31580,-0.197021,"flask"
2006,5,15,2006.367123000000,1723.24,3.23530,-0.204102,"flask"
2006,6,15,2006.452055000000,1729.51,2.12420,-0.235962,"flask"
2006,7,15,2006.534247000000,1734.83,3.95310,-0.401001,"flask"
2006,8,15,2006.619178000000,1737.90,2.83790,0.663940,"flask"
2006,9,15,2006.704110000000,1740.27,1.74880,1.98999,"flask"
2006,10,15,2006.786301000000,1740.05,2.31030,2.93201,"flask"
2006,11,15,2006.871233000000,1735.73,3.91760,4.77795,"flask"
2006,12,15,2006.953425000000,1727.80,2.95150,6.66907,"flask"
2007,1,15,2007.038356000000,1718.15,2.64900,7.60803,"flask"
2007,2,15,2007.123288000000,1712.60,1.86720,7.70801,"flask"
2007,3,15,2007.200000000000,1713.93,2.33510,8.20496,"flask"
2007,4,15,2007.284932000000,1720.18,2.17380,8.71606,"flask"
2007,5,15,2007.367123000000,1728.02,2.88090,8.31409,"flask"
2007,6,15,2007.452055000000,1736.18,3.10510,8.90808,"flask"
2007,7,15,2007.534247000000,1742.44,2.56050,11.2521,"flask"
2007,8,15,2007.619178000000,1745.60,1.57540,11.9010,"flask"
2007,9,15,2007.704110000000,1748.48,2.02210,11.9980,"flask"
2007,10,15,2007.786301000000,1748.77,1.71300,12.6630,"flask"
2007,11,15,2007.871233000000,1744.04,2.34780,10.0680,"flask"
2007,12,15,2007.953425000000,1736.71,2.50510,6.22095,"flask"
2008,1,15,2008.038251000000,1729.40,2.77060,7.99097,"flask"
2008,2,15,2008.122951000000,1724.51,2.02780,10.3950,"flask"
2008,3,15,2008.202186000000,1725.93,3.52170,7.42810,"flask"
2008,4,15,2008.286885000000,1732.84,4.12580,5.82703,"flask"
2008,5,15,2008.368852000000,1738.09,1.69200,5.18396,"flask"
2008,6,15,2008.453552000000,1742.40,2.90480,2.15198,"flask"
2008,7,15,2008.535519000000,1750.43,3.38590,1.09094,"flask"
2008,8,15,2008.620219000000,1756.00,1.43880,1.66406,"flask"
2008,9,15,2008.704918000000,1755.90,2.20300,0.756958,"flask"
2008,10,15,2008.786885000000,1754.60,2.38600,-0.555054,"flask"
2008,11,15,2008.871585000000,1749.22,3.98080,0.843018,"flask"
2008,12,15,2008.953552000000,1738.86,3.56390,3.57202,"flask"
2009,1,15,2009.038356000000,1730.49,3.82050,2.51501,"flask"
2009,2,15,2009.123288000000,1726.17,0.716400,2.28992,"flask"
2009,3,15,2009.200000000000,1726.68,2.10410,4.41699,"flask"
2009,4,15,2009.284932000000,1732.29,2.43120,4.56299,"flask"
2009,5,15,2009.367123000000,1738.93,3.82000,4.47900,"flask"
2009,6,15,2009.452055000000,1745.97,4.15480,4.57397,"flask"
2009,7,15,2009.534247000000,1752.94,2.62100,4.99707,"flask"
2009,8,15,2009.619178000000,1758.29,1.60120,5.91199,"flask"
2009,9,15,2009.704110000000,1760.32,1.62590,5.64502,"flask"
2009,10,15,2009.786301000000,1759.16,1.61550,4.41602,"flask"
2009,11,15,2009.871233000000,1753.70,2.90230,3.42102,"flask"
2009,12,15,2009.953425000000,1743.44,3.67030,5.75806,"flask"
2010,1,15,2010.038356000000,1735.49,2.35530,9.21997,"flask"
2010,2,15,2010.123288000000,1732.08,1.15950,7.68311,"flask"
2010,3,15,2010.200000000000,1732.33,2.33870,5.76501,"flask"
2010,4,15,2010.284932000000,1736.70,1.59040,6.33899,"flask"
2010,5,15,2010.367123000000,1742.35,2.27630,8.11499,"flask"
2010,6,15,2010.452055000000,1751.73,3.94990,11.0020,"flask"
2010,7,15,2010.534247000000,1762.16,3.06630,9.77100,"flask"
2010,8,15,2010.619178000000,1765.97,1.39290,7.74292,"flask"
2010,9,15,2010.704110000000,1766.09,1.41000,10.2209,"flask"
2010,10,15,2010.786301000000,1765.50,1.10790,13.3490,"flask"
2010,11,15,2010.871233000000,1761.82,1.72290,11.4070,"flask"
2010,12,15,2010.953425000000,1754.44,3.35390,6.42493,"flask"
2011,1,15,2011.038356000000,1745.26,3.34190,3.25110,"flask"
2011,2,15,2011.123288000000,1739.82,1.00190,4.45898,"flask"
2011,3,15,2011.200000000000,1742.55,2.28540,6.95190,"flask"
2011,4,15,2011.284932000000,1750.05,1.81250,7.01697,"flask"
2011,5,15,2011.367123000000,1753.76,4.11440,5.15601,"flask"
2011,6,15,2011.452055000000,1758.16,2.29130,3.43408,"flask"
2011,7,15,2011.534247000000,1765.42,2.85170,4.15100,"flask"
2011,8,15,2011.619178000000,1770.43,1.20480,4.21704,"flask"
2011,9,15,2011.704110000000,1773.04,1.23340,1.23511,"flask"
2011,10,15,2011.786301000000,1772.52,1.40540,0.0800781,"flask"
2011,11,15,2011.871233000000,1766.97,2.65390,3.72400,"flask"
2011,12,15,2011.953425000000,1757.87,2.82650,5.61096,"flask"
2012,1,15,2012.038251000000,1749.41,2.24520,5.00793,"flask"
2012,2,15,2012.122951000000,1744.04,2.12760,5.13196,"flask"
2012,3,15,2012.202186000000,1743.78,1.86120,4.91907,"flask"
2012,4,15,2012.286885000000,1750.13,2.73410,4.05896,"flask"
2012,5,15,2012.368852000000,1757.49,2.01980,5.04395,"flask"
2012,6,15,2012.453552000000,1763.77,2.12620,5.76794,"flask"
2012,7,15,2012.535519000000,1770.42,2.46760,2.84192,"flask"
2012,8,15,2012.620219000000,1775.56,1.71000,3.20203,"flask"
2012,9,15,2012.704918000000,1777.96,1.27780,4.90991,"flask"
2012,10,15,2012.786885000000,1776.57,1.34730,3.29199,"flask"
2012,11,15,2012.871585000000,1772.02,2.09650,3.84607,"flask"
2012,12,15,2012.953552000000,1763.64,3.34430,6.44409,"flask"
2013,1,15,2013.038360000000,1752.25,2.70000,5.32507,"in situ"
2013,2,15,2013.123290000000,1747.24,0.844000,3.93896,"in situ"
2013,3,15,2013.200000000000,1748.69,1.24800,3.76392,"in situ"
2013,4,15,2013.284930000000,1753.43,1.91200,3.16211,"in situ"
2013,5,15,2013.367120000000,1761.33,2.88300,1.90405,"in situ"
2013,6,15,2013.452050000000,1770.21,2.30900,1.86304,"in situ"
2013,7,15,2013.534250000000,1775.75,1.41700,3.99805,"in situ"
2013,8,15,2013.619180000000,1779.50,1.18900,4.52295,"in situ"
2013,9,15,2013.704110000000,1781.72,0.560000,5.70398,"in situ"
2013,10,15,2013.786300000000,1779.74,1.39400,7.44897,"in situ"
2013,11,15,2013.871230000000,1773.92,2.17900,8.16199,"in situ"
2013,12,15,2013.953420000000,1765.50,2.87200,9.42395,"in situ"
2014,1,15,2014.038360000000,1756.25,2.43800,11.5079,"in situ"
2014,2,15,2014.123290000000,1751.77,0.708000,11.6970,"in situ"
2014,3,15,2014.200000000000,1754.40,1.71100,10.8511,"in situ"
2014,4,15,2014.284930000000,1760.87,2.23400,11.4889,"in situ"
2014,5,15,2014.367120000000,1769.49,3.02500,12.6260,"in situ"
2014,6,15,2014.452050000000,1779.64,2.89900,13.3270,"in situ"
2014,7,15,2014.534250000000,1787.26,1.76600,13.7130,"in situ"
2014,8,15,2014.619180000000,1791.20,1.04400,13.3940,"in situ"
2014,9,15,2014.704110000000,1792.57,0.433000,12.9990,"in situ"
